taxon	sequenceID	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	combined	combined-with-id	isolate	country	collection_year
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946279.1_2001	MW946279.1_2001	2	2V	2V_C	-	-	2/2V/2V_C/-/-	MW946279.1_2001/2/2V/2V_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946284.1_1995	MW946284.1_1995	2	2V	2V_D	-	-	2/2V/2V_D/-/-	MW946284.1_1995/2/2V/2V_D/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946367.1_2010	MW946367.1_2010	2	2V	2V_A	2V_A.4	-	2/2V/2V_A/2V_A.4/-	MW946367.1_2010/2/2V/2V_A/2V_A.4	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946369.1_1994	MW946369.1_1994	2	2V	2V_C	-	-	2/2V/2V_C/-/-	MW946369.1_1994/2/2V/2V_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946420.1_1996	MW946420.1_1996	2	2V	2V_A	-	-	2/2V/2V_A/-/-	MW946420.1_1996/2/2V/2V_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946428.1_2001	MW946428.1_2001	2	2V	2V_C	-	-	2/2V/2V_C/-/-	MW946428.1_2001/2/2V/2V_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946433.1_2007	MW946433.1_2007	2	2II	2II_A	2II_A.1	2II_A.1.2	2/2II/2II_A/2II_A.1/2II_A.1.2	MW946433.1_2007/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946449.1_2014	MW946449.1_2014	2	2V	2V_E	-	-	2/2V/2V_E/-/-	MW946449.1_2014/2/2V/2V_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946460.1_1997	MW946460.1_1997	2	2V	2V_B	-	-	2/2V/2V_B/-/-	MW946460.1_1997/2/2V/2V_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946461.1_1988	MW946461.1_1988	2	2III	2III_A	-	-	2/2III/2III_A/-/-	MW946461.1_1988/2/2III/2III_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946473.1_1999	MW946473.1_1999	2	2V	2V_B	-	-	2/2V/2V_B/-/-	MW946473.1_1999/2/2V/2V_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946478.1_1974	MW946478.1_1974	2	2I	-	-	-	2/2I/-/-/-	MW946478.1_1974/2/2I/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946509.1_1998	MW946509.1_1998	2	2V	2V_C	-	-	2/2V/2V_C/-/-	MW946509.1_1998/2/2V/2V_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946510.1_2011	MW946510.1_2011	2	2V	2V_A	2V_A.3	-	2/2V/2V_A/2V_A.3/-	MW946510.1_2011/2/2V/2V_A/2V_A.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946517.1_2005	MW946517.1_2005	2	2V	2V_E	-	-	2/2V/2V_E/-/-	MW946517.1_2005/2/2V/2V_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946551.1_1997	MW946551.1_1997	2	2V	2V_B	-	-	2/2V/2V_B/-/-	MW946551.1_1997/2/2V/2V_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946554.1_2011	MW946554.1_2011	2	2V	2V_A	2V_A.3	-	2/2V/2V_A/2V_A.3/-	MW946554.1_2011/2/2V/2V_A/2V_A.3	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946557.1_2010	MW946557.1_2010	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	MW946557.1_2010/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946575.1_1996	MW946575.1_1996	2	2I	-	-	-	2/2I/-/-/-	MW946575.1_1996/2/2I/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946590.1_1997	MW946590.1_1997	2	2V	2V_C	-	-	2/2V/2V_C/-/-	MW946590.1_1997/2/2V/2V_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946595.1_2005	MW946595.1_2005	2	2V	2V_E	-	-	2/2V/2V_E/-/-	MW946595.1_2005/2/2V/2V_E/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MW946602.1_2011	MW946602.1_2011	2	2V	2V_A	2V_A.4	-	2/2V/2V_A/2V_A.4/-	MW946602.1_2011/2/2V/2V_A/2V_A.4	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MZ453007.1_2019	MZ453007.1_2019	2	2V	2V_A	2V_A.2	-	2/2V/2V_A/2V_A.2/-	MZ453007.1_2019/2/2V/2V_A/2V_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MZ636801.1_2019-11-19	MZ636801.1_2019-11-19	2	2V	2V_A	2V_A.2	-	2/2V/2V_A/2V_A.2/-	MZ636801.1_2019-11-19/2/2V/2V_A/2V_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MZ773408.1_2019-09	MZ773408.1_2019-09	2	2III	2III_D	2III_D.2	-	2/2III/2III_D/2III_D.2/-	MZ773408.1_2019-09/2/2III/2III_D/2III_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MZ857208.1_2013	MZ857208.1_2013	2	2II	2II_D	2II_D.1	-	2/2II/2II_D/2II_D.1/-	MZ857208.1_2013/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MZ857214.1_2014	MZ857214.1_2014	2	2II	2II_D	2II_D.1	2II_D.1.2	2/2II/2II_D/2II_D.1/2II_D.1.2	MZ857214.1_2014/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/MZ945533.1_2020-10-28	MZ945533.1_2020-10-28	2	2III	2III_D	2III_D.1	2III_D.1.2	2/2III/2III_D/2III_D.1/2III_D.1.2	MZ945533.1_2020-10-28/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/ncbi-master-refseqs/NC_001474	NC_001474	2	2V 	-	-	-	2/2V /-/-/-	NC_001474/2/2V /-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OK469345.1_1985	OK469345.1_1985	2	2IV	-	-	-	2/2IV/-/-/-	OK469345.1_1985/2/2IV/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OK469347.1_1988	OK469347.1_1988	2	2V	-	-	-	2/2V/-/-/-	OK469347.1_1988/2/2V/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OK605760.1_1988	OK605760.1_1988	2	2IV	-	-	-	2/2IV/-/-/-	OK605760.1_1988/2/2IV/-/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414732.1_2020-08	OL414732.1_2020-08	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OL414732.1_2020-08/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414734.1_2020-06	OL414734.1_2020-06	2	2V	2V_A	2V_A.1	2V_A.1.2	2/2V/2V_A/2V_A.1/2V_A.1.2	OL414734.1_2020-06/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414749.1_2020-06	OL414749.1_2020-06	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OL414749.1_2020-06/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414754.1_2020-08	OL414754.1_2020-08	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OL414754.1_2020-08/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414755.1_2020-08	OL414755.1_2020-08	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OL414755.1_2020-08/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414761.1_2019-08	OL414761.1_2019-08	2	2V	2V_A	2V_A.1	2V_A.1.2	2/2V/2V_A/2V_A.1/2V_A.1.2	OL414761.1_2019-08/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL414764.1_2020-08	OL414764.1_2020-08	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OL414764.1_2020-08/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OL469512.1_2017-04-30	OL469512.1_2017-04-30	2	2II	2II_B	-	-	2/2II/2II_B/-/-	OL469512.1_2017-04-30/2/2II/2II_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OM317565.1_2020-06-24	OM317565.1_2020-06-24	2	2II	2II_B	-	-	2/2II/2II_B/-/-	OM317565.1_2020-06-24/2/2II/2II_B/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OM505022.1_2021-09-21	OM505022.1_2021-09-21	2	2III	2III_D	2III_D.1	2III_D.1.2	2/2III/2III_D/2III_D.1/2III_D.1.2	OM505022.1_2021-09-21/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OM681318.1_2021-11-16	OM681318.1_2021-11-16	2	2II	2II_A	-	-	2/2II/2II_A/-/-	OM681318.1_2021-11-16/2/2II/2II_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OM744143.1_2021-11-29	OM744143.1_2021-11-29	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OM744143.1_2021-11-29/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON109598.1_2021	ON109598.1_2021	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	ON109598.1_2021/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON123621.1_2021-02-15	ON123621.1_2021-02-15	2	2III	2III_C	-	-	2/2III/2III_C/-/-	ON123621.1_2021-02-15/2/2III/2III_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON123649.1_2020	ON123649.1_2020	2	2II	2II_A	2II_A.2	2II_A.2.1	2/2II/2II_A/2II_A.2/2II_A.2.1	ON123649.1_2020/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON123651.1_2020	ON123651.1_2020	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	ON123651.1_2020/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON123652.1_2020	ON123652.1_2020	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	ON123652.1_2020/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON123823.1_2019-05-09	ON123823.1_2019-05-09	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	ON123823.1_2019-05-09/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON510270.1_2021-05-10	ON510270.1_2021-05-10	2	2III	2III_D	2III_D.2	-	2/2III/2III_D/2III_D.2/-	ON510270.1_2021-05-10/2/2III/2III_D/2III_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634701.1_2021-05-28	ON634701.1_2021-05-28	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	ON634701.1_2021-05-28/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634720.1_2021-02-22	ON634720.1_2021-02-22	2	2III	2III_C	-	-	2/2III/2III_C/-/-	ON634720.1_2021-02-22/2/2III/2III_C/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634741.1_2022-04-25	ON634741.1_2022-04-25	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	ON634741.1_2022-04-25/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634744.1_2022-03-11	ON634744.1_2022-03-11	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	ON634744.1_2022-03-11/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634745.1_2022-03-14	ON634745.1_2022-03-14	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	ON634745.1_2022-03-14/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634752.1_2022-03-17	ON634752.1_2022-03-17	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	ON634752.1_2022-03-17/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON634755.1_2022-03-06	ON634755.1_2022-03-06	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	ON634755.1_2022-03-06/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON714337.1_2015-01-29	ON714337.1_2015-01-29	2	2III	2III_D	2III_D.2	-	2/2III/2III_D/2III_D.2/-	ON714337.1_2015-01-29/2/2III/2III_D/2III_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON890351.1_2017-08-07	ON890351.1_2017-08-07	2	2II	2II_D	2II_D.2	-	2/2II/2II_D/2II_D.2/-	ON890351.1_2017-08-07/2/2II/2II_D/2II_D.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/ON890422.1_2019-09-16	ON890422.1_2019-09-16	2	2II	2II_F	2II_F.2	-	2/2II/2II_F/2II_F.2/-	ON890422.1_2019-09-16/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP310806.1_2018	OP310806.1_2018	2	2II	2II_A	2II_A.2	2II_A.2.1	2/2II/2II_A/2II_A.2/2II_A.2.1	OP310806.1_2018/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP310807.1_2019	OP310807.1_2019	2	2II	2II_A	2II_A.2	2II_A.2.1	2/2II/2II_A/2II_A.2/2II_A.2.1	OP310807.1_2019/2/2II/2II_A/2II_A.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684180.1_2018-07-02	OP684180.1_2018-07-02	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OP684180.1_2018-07-02/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684188.1_2018-09-20	OP684188.1_2018-09-20	2	2V	2V_A	2V_A.1	2V_A.1.2	2/2V/2V_A/2V_A.1/2V_A.1.2	OP684188.1_2018-09-20/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684189.1_2018-09-30	OP684189.1_2018-09-30	2	2V	2V_A	2V_A.1	2V_A.1.1	2/2V/2V_A/2V_A.1/2V_A.1.1	OP684189.1_2018-09-30/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684196.1_2019-01-05	OP684196.1_2019-01-05	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OP684196.1_2019-01-05/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684198.1_2019-01-20	OP684198.1_2019-01-20	2	2II	2II_E	2II_E.2	-	2/2II/2II_E/2II_E.2/-	OP684198.1_2019-01-20/2/2II/2II_E/2II_E.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684207.1_2019-10-13	OP684207.1_2019-10-13	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	OP684207.1_2019-10-13/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP684211.1_2019-10-19	OP684211.1_2019-10-19	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	OP684211.1_2019-10-19/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP921000.1_2022-07-29	OP921000.1_2022-07-29	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OP921000.1_2022-07-29/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP941834.1_2022-11-02	OP941834.1_2022-11-02	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OP941834.1_2022-11-02/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OP984834.1_2022-11-20	OP984834.1_2022-11-20	2	2II	2II_F	2II_F.1	-	2/2II/2II_F/2II_F.1/-	OP984834.1_2022-11-20/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ028221.1_2019-11-13	OQ028221.1_2019-11-13	2	2V	2V_A	2V_A.1	2V_A.1.1	2/2V/2V_A/2V_A.1/2V_A.1.1	OQ028221.1_2019-11-13/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ028222.1_2019-06-25	OQ028222.1_2019-06-25	2	2V	2V_A	2V_A.1	2V_A.1.1	2/2V/2V_A/2V_A.1/2V_A.1.1	OQ028222.1_2019-06-25/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ028228.1_2019-06-26	OQ028228.1_2019-06-26	2	2V	2V_A	2V_A.1	2V_A.1.1	2/2V/2V_A/2V_A.1/2V_A.1.1	OQ028228.1_2019-06-26/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ028229.1_2017-08-03	OQ028229.1_2017-08-03	2	2V	2V_A	-	-	2/2V/2V_A/-/-	OQ028229.1_2017-08-03/2/2V/2V_A/-	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ028230.1_2020-09-07	OQ028230.1_2020-09-07	2	2II	2II_F	2II_F.2	-	2/2II/2II_F/2II_F.2/-	OQ028230.1_2020-09-07/2/2II/2II_F/2II_F.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ101603.1_2019-07-04	OQ101603.1_2019-07-04	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	OQ101603.1_2019-07-04/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ426940.1_2018-10-29	OQ426940.1_2018-10-29	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	OQ426940.1_2018-10-29/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ445886.1_2022-08-17	OQ445886.1_2022-08-17	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	OQ445886.1_2022-08-17/2/2III/2III_C/2III_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ445887.1_2022-08-16	OQ445887.1_2022-08-16	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	OQ445887.1_2022-08-16/2/2III/2III_C/2III_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ445892.1_2022-09-27	OQ445892.1_2022-09-27	2	2III	2III_D	2III_D.1	2III_D.1.1	2/2III/2III_D/2III_D.1/2III_D.1.1	OQ445892.1_2022-09-27/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ445894.1_2022-10-27	OQ445894.1_2022-10-27	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	OQ445894.1_2022-10-27/2/2III/2III_C/2III_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ567847.1_2021-04-14	OQ567847.1_2021-04-14	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	OQ567847.1_2021-04-14/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ740547.1_2022-03-31	OQ740547.1_2022-03-31	2	2III	2III_C	2III_C.1	2III_C.1.2	2/2III/2III_C/2III_C.1/2III_C.1.2	OQ740547.1_2022-03-31/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ740551.1_2022-04-08	OQ740551.1_2022-04-08	2	2III	2III_C	2III_C.1	2III_C.1.2	2/2III/2III_C/2III_C.1/2III_C.1.2	OQ740551.1_2022-04-08/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ740552.1_2022-04-13	OQ740552.1_2022-04-13	2	2III	2III_C	2III_C.1	2III_C.1.2	2/2III/2III_C/2III_C.1/2III_C.1.2	OQ740552.1_2022-04-13/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ740553.1_2022-05-11	OQ740553.1_2022-05-11	2	2III	2III_C	2III_C.1	2III_C.1.2	2/2III/2III_C/2III_C.1/2III_C.1.2	OQ740553.1_2022-05-11/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ821445.1_2019-11-13	OQ821445.1_2019-11-13	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	OQ821445.1_2019-11-13/2/2III/2III_C/2III_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ821456.1_2022-06-20	OQ821456.1_2022-06-20	2	2III	2III_D	2III_D.1	2III_D.1.1	2/2III/2III_D/2III_D.1/2III_D.1.1	OQ821456.1_2022-06-20/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ821459.1_2022-06-28	OQ821459.1_2022-06-28	2	2III	2III_D	2III_D.1	2III_D.1.1	2/2III/2III_D/2III_D.1/2III_D.1.1	OQ821459.1_2022-06-28/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ821468.1_2022-08-18	OQ821468.1_2022-08-18	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	OQ821468.1_2022-08-18/2/2III/2III_C/2III_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ821475.1_2015-10-28	OQ821475.1_2015-10-28	2	2III	2III_C	2III_C.1	2III_C.1.2	2/2III/2III_C/2III_C.1/2III_C.1.2	OQ821475.1_2015-10-28/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ821483.1_2019-08-19	OQ821483.1_2019-08-19	2	2III	2III_D	2III_D.1	2III_D.1.2	2/2III/2III_D/2III_D.1/2III_D.1.2	OQ821483.1_2019-08-19/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ821485.1_2022-07-06	OQ821485.1_2022-07-06	2	2III	2III_D	2III_D.1	2III_D.1.2	2/2III/2III_D/2III_D.1/2III_D.1.2	OQ821485.1_2022-07-06/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ821495.1_2014-02-09	OQ821495.1_2014-02-09	2	2III	2III_C	2III_C.2	-	2/2III/2III_C/2III_C.2/-	OQ821495.1_2014-02-09/2/2III/2III_C/2III_C.2	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ821497.1_2019-08-29	OQ821497.1_2019-08-29	2	2III	2III_D	2III_D.1	2III_D.1.2	2/2III/2III_D/2III_D.1/2III_D.1.2	OQ821497.1_2019-08-29/2/2III/2III_D/2III_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OQ851873.1_2022-10-21	OQ851873.1_2022-10-21	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OQ851873.1_2022-10-21/2/2II/2II_F/2II_F.1	-	-	-
