taxon	sequenceID	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	combined	combined-with-id	isolate	country	collection_year
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OK469344.1_1975	OK469344.1_1975	1	1IV	1IV_B	-	-	1/1IV/1IV_B/-/-	OK469344.1_1975/1/1IV/1IV_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OK605754.1_1997	OK605754.1_1997	1	1V	1V_H	-	-	1/1V/1V_H/-/-	OK605754.1_1997/1/1V/1V_H/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OL321180.1_2016-02-08	OL321180.1_2016-02-08	1	1IV	1IV_A	-	-	1/1IV/1IV_A/-/-	OL321180.1_2016-02-08/1/1IV/1IV_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OL411495.1_2020-07	OL411495.1_2020-07	1	1I	1I_K	1I_K.1	1I_K.1.1	1/1I/1I_K/1I_K.1/1I_K.1.1	OL411495.1_2020-07/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM281571.1_2018-12	OM281571.1_2018-12	1	1I	1I_K	1I_K.3	-	1/1I/1I_K/1I_K.3/-	OM281571.1_2018-12/1/1I/1I_K/1I_K.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM281589.1_2019-12	OM281589.1_2019-12	1	1IV	1IV_B	1IV_B.2	-	1/1IV/1IV_B/1IV_B.2/-	OM281589.1_2019-12/1/1IV/1IV_B/1IV_B.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM281590.1_2019-12	OM281590.1_2019-12	1	1I	1I_K	1I_K.2	-	1/1I/1I_K/1I_K.2/-	OM281590.1_2019-12/1/1I/1I_K/1I_K.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM281593.1_2019-12	OM281593.1_2019-12	1	1I	1I_K	1I_K.1	1I_K.1.1	1/1I/1I_K/1I_K.1/1I_K.1.1	OM281593.1_2019-12/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM281599.1_2020-12	OM281599.1_2020-12	1	1IV	1IV_B	1IV_B.1	-	1/1IV/1IV_B/1IV_B.1/-	OM281599.1_2020-12/1/1IV/1IV_B/1IV_B.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM833055.1_2020-02-18	OM833055.1_2020-02-18	1	1V	1V_E	1V_E.2	-	1/1V/1V_E/1V_E.2/-	OM833055.1_2020-02-18/1/1V/1V_E/1V_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM833058.1_2020-06-27	OM833058.1_2020-06-27	1	1V	1V_E	1V_E.2	-	1/1V/1V_E/1V_E.2/-	OM833058.1_2020-06-27/1/1V/1V_E/1V_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OM833059.1_2013-07-24	OM833059.1_2013-07-24	1	1V	1V_E	1V_E.3	-	1/1V/1V_E/1V_E.3/-	OM833059.1_2013-07-24/1/1V/1V_E/1V_E.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON038484.1_2009-12-14	ON038484.1_2009-12-14	1	1I	1I_F	-	-	1/1I/1I_F/-/-	ON038484.1_2009-12-14/1/1I/1I_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON038487.1_2011-06-09	ON038487.1_2011-06-09	1	1I	1I_K	1I_K.6	-	1/1I/1I_K/1I_K.6/-	ON038487.1_2011-06-09/1/1I/1I_K/1I_K.6	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON038490.1_2012-11-26	ON038490.1_2012-11-26	1	1I	1I_K	1I_K.5	-	1/1I/1I_K/1I_K.5/-	ON038490.1_2012-11-26/1/1I/1I_K/1I_K.5	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON109597.1_2021	ON109597.1_2021	1	1III	1III_A	1III_A.3	-	1/1III/1III_A/1III_A.3/-	ON109597.1_2021/1/1III/1III_A/1III_A.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123574.1_2021-07-07	ON123574.1_2021-07-07	1	1V	1V_D	1V_D.1	1V_D.1.1	1/1V/1V_D/1V_D.1/1V_D.1.1	ON123574.1_2021-07-07/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123575.1_2021-08-03	ON123575.1_2021-08-03	1	1V	1V_D	1V_D.1	1V_D.1.2	1/1V/1V_D/1V_D.1/1V_D.1.2	ON123575.1_2021-08-03/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123586.1_2021-05-07	ON123586.1_2021-05-07	1	1V	1V_D	1V_D.1	1V_D.1.2	1/1V/1V_D/1V_D.1/1V_D.1.2	ON123586.1_2021-05-07/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123596.1_2021-08-20	ON123596.1_2021-08-20	1	1V	1V_D	1V_D.2	-	1/1V/1V_D/1V_D.2/-	ON123596.1_2021-08-20/1/1V/1V_D/1V_D.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123650.1_2020	ON123650.1_2020	1	1III	1III_A	1III_A.3	-	1/1III/1III_A/1III_A.3/-	ON123650.1_2020/1/1III/1III_A/1III_A.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123656.1_2019	ON123656.1_2019	1	1III	1III_A	1III_A.3	-	1/1III/1III_A/1III_A.3/-	ON123656.1_2019/1/1III/1III_A/1III_A.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123661.1_2018	ON123661.1_2018	1	1III	1III_A	1III_A.4	-	1/1III/1III_A/1III_A.4/-	ON123661.1_2018/1/1III/1III_A/1III_A.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON123666.1_2018	ON123666.1_2018	1	1I	1I_H	1I_H.1	-	1/1I/1I_H/1I_H.1/-	ON123666.1_2018/1/1I/1I_H/1I_H.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON426292.1_2020-01-22	ON426292.1_2020-01-22	1	1V	1V_C	-	-	1/1V/1V_C/-/-	ON426292.1_2020-01-22/1/1V/1V_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON426300.1_2021-03-26	ON426300.1_2021-03-26	1	1V	1V_D	1V_D.2	-	1/1V/1V_D/1V_D.2/-	ON426300.1_2021-03-26/1/1V/1V_D/1V_D.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON631278.1_2021	ON631278.1_2021	1	1I	1I_K	1I_K.2	-	1/1I/1I_K/1I_K.2/-	ON631278.1_2021/1/1I/1I_K/1I_K.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON632040.1_2022-04-12	ON632040.1_2022-04-12	1	1V	1V_D	1V_D.1	1V_D.1.1	1/1V/1V_D/1V_D.1/1V_D.1.1	ON632040.1_2022-04-12/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON632053.1_2022-04-04	ON632053.1_2022-04-04	1	1V	1V_E	1V_E.1	-	1/1V/1V_E/1V_E.1/-	ON632053.1_2022-04-04/1/1V/1V_E/1V_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON632090.1_2022-03-25	ON632090.1_2022-03-25	1	1V	1V_F	-	-	1/1V/1V_F/-/-	ON632090.1_2022-03-25/1/1V/1V_F/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON632121.1_2022-03-17	ON632121.1_2022-03-17	1	1V	1V_E	1V_E.1	-	1/1V/1V_E/1V_E.1/-	ON632121.1_2022-03-17/1/1V/1V_E/1V_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/ON680908.1_2020-08-24	ON680908.1_2020-08-24	1	1III	1III_A	1III_A.4	-	1/1III/1III_A/1III_A.4/-	ON680908.1_2020-08-24/1/1III/1III_A/1III_A.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OP895913.1_2017-01	OP895913.1_2017-01	1	1IV	1IV_B	1IV_B.2	-	1/1IV/1IV_B/1IV_B.2/-	OP895913.1_2017-01/1/1IV/1IV_B/1IV_B.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OP898557.1_2022-04	OP898557.1_2022-04	1	1III	1III_A	1III_A.1	-	1/1III/1III_A/1III_A.1/-	OP898557.1_2022-04/1/1III/1III_A/1III_A.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OP898558.1_2022-10	OP898558.1_2022-10	1	1III	1III_A	1III_A.1	-	1/1III/1III_A/1III_A.1/-	OP898558.1_2022-10/1/1III/1III_A/1III_A.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OP984871.1_2022-08-12	OP984871.1_2022-08-12	1	1I	1I_K	1I_K.1	1I_K.1.1	1/1I/1I_K/1I_K.1/1I_K.1.1	OP984871.1_2022-08-12/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ080034.1_2020-08-17	OQ080034.1_2020-08-17	1	1I	1I_H	1I_H.1	-	1/1I/1I_H/1I_H.1/-	OQ080034.1_2020-08-17/1/1I/1I_H/1I_H.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ426604.1_2019-04-23	OQ426604.1_2019-04-23	1	1I	1I_E	1I_E.1	-	1/1I/1I_E/1I_E.1/-	OQ426604.1_2019-04-23/1/1I/1I_E/1I_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ426650.1_2017-02-24	OQ426650.1_2017-02-24	1	1I	1I_E	1I_E.3	-	1/1I/1I_E/1I_E.3/-	OQ426650.1_2017-02-24/1/1I/1I_E/1I_E.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ426707.1_2017-07-06	OQ426707.1_2017-07-06	1	1I	1I_E	1I_E.3	-	1/1I/1I_E/1I_E.3/-	OQ426707.1_2017-07-06/1/1I/1I_E/1I_E.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ445882.1_2022-08-15	OQ445882.1_2022-08-15	1	1V	1V_B	-	-	1/1V/1V_B/-/-	OQ445882.1_2022-08-15/1/1V/1V_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ445884.1_2022-10-01	OQ445884.1_2022-10-01	1	1V	1V_E	1V_E.2	-	1/1V/1V_E/1V_E.2/-	OQ445884.1_2022-10-01/1/1V/1V_E/1V_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ567778.1_2015-05-13	OQ567778.1_2015-05-13	1	1V	1V_E	1V_E.4	-	1/1V/1V_E/1V_E.4/-	OQ567778.1_2015-05-13/1/1V/1V_E/1V_E.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ567781.1_2015-12-18	OQ567781.1_2015-12-18	1	1V	1V_E	1V_E.4	-	1/1V/1V_E/1V_E.4/-	OQ567781.1_2015-12-18/1/1V/1V_E/1V_E.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ567786.1_2016-01-29	OQ567786.1_2016-01-29	1	1V	1V_E	1V_E.4	-	1/1V/1V_E/1V_E.4/-	OQ567786.1_2016-01-29/1/1V/1V_E/1V_E.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ567790.1_2016-01-24	OQ567790.1_2016-01-24	1	1V	1V_E	1V_E.4	-	1/1V/1V_E/1V_E.4/-	OQ567790.1_2016-01-24/1/1V/1V_E/1V_E.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ567798.1_2017-04-26	OQ567798.1_2017-04-26	1	1V	1V_E	1V_E.4	-	1/1V/1V_E/1V_E.4/-	OQ567798.1_2017-04-26/1/1V/1V_E/1V_E.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ593388.1_2017-06-24	OQ593388.1_2017-06-24	1	1VII	1VII_B	-	-	1/1VII/1VII_B/-/-	OQ593388.1_2017-06-24/1/1VII/1VII_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ593389.1_2017-06-21	OQ593389.1_2017-06-21	1	1VII	1VII_B	-	-	1/1VII/1VII_B/-/-	OQ593389.1_2017-06-21/1/1VII/1VII_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ593392.1_2017-04-13	OQ593392.1_2017-04-13	1	1VII	1VII_B	-	-	1/1VII/1VII_B/-/-	OQ593392.1_2017-04-13/1/1VII/1VII_B/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ603259.1_2013-06-01	OQ603259.1_2013-06-01	1	1V	1V_D	1V_D.1	-	1/1V/1V_D/1V_D.1/-	OQ603259.1_2013-06-01/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ603263.1_2016-06-24	OQ603263.1_2016-06-24	1	1V	1V_D	1V_D.1	1V_D.1.2	1/1V/1V_D/1V_D.1/1V_D.1.2	OQ603263.1_2016-06-24/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ605977.1_2022-03-15	OQ605977.1_2022-03-15	1	1V	1V_E	1V_E.1	-	1/1V/1V_E/1V_E.1/-	OQ605977.1_2022-03-15/1/1V/1V_E/1V_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ605987.1_2022-03-31	OQ605987.1_2022-03-31	1	1V	1V_A	-	-	1/1V/1V_A/-/-	OQ605987.1_2022-03-31/1/1V/1V_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ678061.1_2019-12-17	OQ678061.1_2019-12-17	1	1I	1I_K	1I_K.1	1I_K.1.1	1/1I/1I_K/1I_K.1/1I_K.1.1	OQ678061.1_2019-12-17/1/1I/1I_K/1I_K.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ821326.1_2020-03-15	OQ821326.1_2020-03-15	1	1V	1V_D	1V_D.2	-	1/1V/1V_D/1V_D.2/-	OQ821326.1_2020-03-15/1/1V/1V_D/1V_D.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ821332.1_2016-03-15	OQ821332.1_2016-03-15	1	1V	1V_C	-	-	1/1V/1V_C/-/-	OQ821332.1_2016-03-15/1/1V/1V_C/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ821340.1_2021-11-16	OQ821340.1_2021-11-16	1	1V	1V_E	1V_E.2	-	1/1V/1V_E/1V_E.2/-	OQ821340.1_2021-11-16/1/1V/1V_E/1V_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ821348.1_2022-08-28	OQ821348.1_2022-08-28	1	1V	1V_D	1V_D.1	1V_D.1.1	1/1V/1V_D/1V_D.1/1V_D.1.1	OQ821348.1_2022-08-28/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ821349.1_2022-09-01	OQ821349.1_2022-09-01	1	1V	1V_D	1V_D.1	1V_D.1.1	1/1V/1V_D/1V_D.1/1V_D.1.1	OQ821349.1_2022-09-01/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ821367.1_2022-12-07	OQ821367.1_2022-12-07	1	1V	1V_D	1V_D.1	1V_D.1.2	1/1V/1V_D/1V_D.1/1V_D.1.2	OQ821367.1_2022-12-07/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ821377.1_2013-08-29	OQ821377.1_2013-08-29	1	1V	1V_E	1V_E.2	-	1/1V/1V_E/1V_E.2/-	OQ821377.1_2013-08-29/1/1V/1V_E/1V_E.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ832613.1_2020-09	OQ832613.1_2020-09	1	1I	1I_E	1I_E.3	-	1/1I/1I_E/1I_E.3/-	OQ832613.1_2020-09/1/1I/1I_E/1I_E.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OQ832614.1_2020-09	OQ832614.1_2020-09	1	1I	1I_E	1I_E.3	-	1/1I/1I_E/1I_E.3/-	OQ832614.1_2020-09/1/1I/1I_E/1I_E.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR025607.1_2023-03-29	OR025607.1_2023-03-29	1	1V	1V_D	1V_D.2	-	1/1V/1V_D/1V_D.2/-	OR025607.1_2023-03-29/1/1V/1V_D/1V_D.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR025611.1_2023-04-08	OR025611.1_2023-04-08	1	1V	1V_D	1V_D.2	-	1/1V/1V_D/1V_D.2/-	OR025611.1_2023-04-08/1/1V/1V_D/1V_D.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR167130.1_2023-03-03	OR167130.1_2023-03-03	1	1V	1V_D	1V_D.1	1V_D.1.1	1/1V/1V_D/1V_D.1/1V_D.1.1	OR167130.1_2023-03-03/1/1V/1V_D/1V_D.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR167255.1_2023-03-23	OR167255.1_2023-03-23	1	1V	1V_E	1V_E.1	-	1/1V/1V_E/1V_E.1/-	OR167255.1_2023-03-23/1/1V/1V_E/1V_E.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR235532.1_2022-04	OR235532.1_2022-04	1	1III	1III_A	1III_A.2	-	1/1III/1III_A/1III_A.2/-	OR235532.1_2022-04/1/1III/1III_A/1III_A.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR235645.1_2021-06	OR235645.1_2021-06	1	1III	1III_A	1III_A.2	-	1/1III/1III_A/1III_A.2/-	OR235645.1_2021-06/1/1III/1III_A/1III_A.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR235733.1_2019-12	OR235733.1_2019-12	1	1III	1III_A	1III_A.2	-	1/1III/1III_A/1III_A.2/-	OR235733.1_2019-12/1/1III/1III_A/1III_A.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR259174.1_2021-07	OR259174.1_2021-07	1	1III	1III_A	1III_A.2	-	1/1III/1III_A/1III_A.2/-	OR259174.1_2021-07/1/1III/1III_A/1III_A.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR259175.1_2021-09	OR259175.1_2021-09	1	1III	1III_A	1III_A.2	-	1/1III/1III_A/1III_A.2/-	OR259175.1_2021-09/1/1III/1III_A/1III_A.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR389007.1_2000	OR389007.1_2000	1	1V	1V_H	-	-	1/1V/1V_H/-/-	OR389007.1_2000/1/1V/1V_H/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR389288.1_1985	OR389288.1_1985	1	1IV	1IV_A	-	-	1/1IV/1IV_A/-/-	OR389288.1_1985/1/1IV/1IV_A/-	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR394016.1_2019-10-30	OR394016.1_2019-10-30	1	1III	1III_A	1III_A.4	-	1/1III/1III_A/1III_A.4/-	OR394016.1_2019-10-30/1/1III/1III_A/1III_A.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR394051.1_2020-01-06	OR394051.1_2020-01-06	1	1III	1III_A	1III_A.4	-	1/1III/1III_A/1III_A.4/-	OR394051.1_2020-01-06/1/1III/1III_A/1III_A.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR654272.1_2023-05-20	OR654272.1_2023-05-20	1	1V	1V_D	1V_D.2	-	1/1V/1V_D/1V_D.2/-	OR654272.1_2023-05-20/1/1V/1V_D/1V_D.2	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR936755.1_2023-09-04	OR936755.1_2023-09-04	1	1III	1III_A	1III_A.1	-	1/1III/1III_A/1III_A.1/-	OR936755.1_2023-09-04/1/1III/1III_A/1III_A.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR936761.1_2023-09-13	OR936761.1_2023-09-13	1	1III	1III_A	1III_A.1	-	1/1III/1III_A/1III_A.1/-	OR936761.1_2023-09-13/1/1III/1III_A/1III_A.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR936764.1_2023-09-12	OR936764.1_2023-09-12	1	1III	1III_A	1III_A.1	-	1/1III/1III_A/1III_A.1/-	OR936764.1_2023-09-12/1/1III/1III_A/1III_A.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/OR936768.1_2023-09-12	OR936768.1_2023-09-12	1	1III	1III_A	1III_A.1	-	1/1III/1III_A/1III_A.1/-	OR936768.1_2023-09-12/1/1III/1III_A/1III_A.1	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/PP234949.1_2019-07-01	PP234949.1_2019-07-01	1	1III	1III_A	1III_A.4	-	1/1III/1III_A/1III_A.4/-	PP234949.1_2019-07-01/1/1III/1III_A/1III_A.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/PP269634.1_2015-10-12	PP269634.1_2015-10-12	1	1I	1I_E	1I_E.4	-	1/1I/1I_E/1I_E.4/-	PP269634.1_2015-10-12/1/1I/1I_E/1I_E.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/PP269662.1_2015-01-07	PP269662.1_2015-01-07	1	1I	1I_E	1I_E.3	-	1/1I/1I_E/1I_E.3/-	PP269662.1_2015-01-07/1/1I/1I_E/1I_E.3	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/PP269735.1_2015-12-22	PP269735.1_2015-12-22	1	1I	1I_E	1I_E.4	-	1/1I/1I_E/1I_E.4/-	PP269735.1_2015-12-22/1/1I/1I_E/1I_E.4	-	-	-
alignment/AL_UNC_DENV1_YALE/member/fasta-refseqs-yale-denv1/PP269752.1_2016-12-21	PP269752.1_2016-12-21	1	1I	1I_E	1I_E.4	-	1/1I/1I_E/1I_E.4/-	PP269752.1_2016-12-21/1/1I/1I_E/1I_E.4	-	-	-
