sequenceID	designation	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	minor_subsublineage	outgroup
MH781013.1_2012	2III_D.1	2	2III	2III_D	2III_D.1	-	-	-
MN462632.1_2015-10-04	2III_D.3	2	2III	2III_D	2III_D.3	-	-	-
MN462636.1_2015-05-27	2III_D.3	2	2III	2III_D	2III_D.3	-	-	-
MZ773408.1_2019-09	2III_D.2	2	2III	2III_D	2III_D.2	-	-	-
ON510270.1_2021-05-10	2III_D.2	2	2III	2III_D	2III_D.2	-	-	-
ON714337.1_2015-01-29	2III_D.2	2	2III	2III_D	2III_D.2	-	-	-
EU596500.1_2007	2III_D.1.1	2	2III	2III_D	2III_D.1	2III_D.1.1	-	-
FJ898478.1_2000	2III_D.1.1_outgroup	2	2III	2III_D	2III_D.1	2III_D.1.1	-	outgroup
GQ868604.1_2005	2III_D.1.1	2	2III	2III_D	2III_D.1	2III_D.1.1	-	-
OQ445892.1_2022-09-27	2III_D.1.1	2	2III	2III_D	2III_D.1	2III_D.1.1	-	-
OQ821456.1_2022-06-20	2III_D.1.1	2	2III	2III_D	2III_D.1	2III_D.1.1	-	-
OQ821459.1_2022-06-28	2III_D.1.1	2	2III	2III_D	2III_D.1	2III_D.1.1	-	-
MZ945533.1_2020-10-28	2III_D.1.2	2	2III	2III_D	2III_D.1	2III_D.1.2	-	-
OM505022.1_2021-09-21	2III_D.1.2	2	2III	2III_D	2III_D.1	2III_D.1.2	-	-
OQ821483.1_2019-08-19	2III_D.1.2	2	2III	2III_D	2III_D.1	2III_D.1.2	-	-
OQ821485.1_2022-07-06	2III_D.1.2	2	2III	2III_D	2III_D.1	2III_D.1.2	-	-
OQ821497.1_2019-08-29	2III_D.1.2	2	2III	2III_D	2III_D.1	2III_D.1.2	-	-
EU482635.1_2005	2III_D.1.3	2	2III	2III_D	2III_D.1	2III_D.1.3	-	-
EU482639.1_2006	2III_D.1.3	2	2III	2III_D	2III_D.1	2III_D.1.3	-	-
FJ850118.1_2000	2III_D.1.3_outgroup	2	2III	2III_D	2III_D.1	2III_D.1.3	-	outgroup
FJ882594.1_2007	2III_D.1.3	2	2III	2III_D	2III_D.1	2III_D.1.3	-	-
FJ906956.1_2005	2III_D.1.3	2	2III	2III_D	2III_D.1	2III_D.1.3	-	-
HQ705624.1_2009	2III_D.1.3	2	2III	2III_D	2III_D.1	2III_D.1.3	-	-
EU482545.1_1998	2III_E	2	2III	2III_E	-	-	-	-
EU920835.1_2002-04	2III_E	2	2III	2III_E	-	-	-	-
EU920840.1_2005-10	2III_E	2	2III	2III_E	-	-	-	-
FJ850085.1_2005	2III_E	2	2III	2III_E	-	-	-	-
FJ850088.1_2006	2III_E	2	2III	2III_E	-	-	-	-
GQ868603.1_1987	2III_E_outgroup	2	2III	2III_E	-	-	-	outgroup
KF744399.1_1998	2IV	2	2IV	-	-	-	-	-
KF744400.1_2000	2IV	2	2IV	-	-	-	-	-
KF744402.1_2000	2IV	2	2IV	-	-	-	-	-
KF744407.1_1996	2IV	2	2IV	-	-	-	-	-
OK469345.1_1985	2IV_outgroup	2	2IV	-	-	-	-	outgroup
OK605760.1_1988	2IV	2	2IV	-	-	-	-	-
GQ868591.1_1964	2V	2	2V	-	-	-	-	-
OK469347.1_1988	2V_outgroup	2	2V	-	-	-	-	outgroup
DQ181803.1_1985	2V_A_outgroup	2	2V	2V_A	-	-	-	outgroup
GQ868624.1_2007	2V_A.1	2	2V	2V_A	2V_A.1	-	-	-
GU131898.1_2008	2V_A.1	2	2V	2V_A	2V_A.1	-	-	-
JF730046.1_2008	2V_A.1	2	2V	2V_A	2V_A.1	-	-	-
JN368476.1_2007	2V_A	2	2V	2V_A	-	-	-	-
KY586586.1_2006	2V_A.1	2	2V	2V_A	2V_A.1	-	-	-
KY586595.1_2004	2V_A.3	2	2V	2V_A	2V_A.3	-	-	-
KY586603.1_2002	2V_A.3_outgroup	2	2V	2V_A	2V_A.3	-	-	outgroup
KY849765.1_2009-11-06	2V_A.3	2	2V	2V_A	2V_A.3	-	-	-
KY849768.1_2010-08-13	2V_A.3	2	2V	2V_A	2V_A.3	-	-	-
LC410185.1_2016-11	2V_A.1	2	2V	2V_A	2V_A.1	-	-	-
MF459663.3_2013-09-09	2V_A.2	2	2V	2V_A	2V_A.2	-	-	-
MN448821.1_2012-06-07	2V_A.2_outgroup	2	2V	2V_A	2V_A.2	-	-	outgroup
MN448874.1_2011-09-20	2V_A.4	2	2V	2V_A	2V_A.4	-	-	-
MN448883.1_2011-09-23	2V_A.4	2	2V	2V_A	2V_A.4	-	-	-
MN448904.1_2010-09-15	2V_A.4	2	2V	2V_A	2V_A.4	-	-	-
MN448918.1_2011-09-21	2V_A.1	2	2V	2V_A	2V_A.1	-	-	-
MN448920.1_2011	2V_A.3	2	2V	2V_A	2V_A.3	-	-	-
MN923120.1_2019-10-02	2V_A.2	2	2V	2V_A	2V_A.2	-	-	-
MW788985.1_2019-09	2V_A.2	2	2V	2V_A	2V_A.2	-	-	-
MW788987.1_2019-06	2V_A.2	2	2V	2V_A	2V_A.2	-	-	-
MW946280.1_2004	2V_A.1_outgroup	2	2V	2V_A	2V_A.1	-	-	outgroup
MW946358.1_2003	2V_A.4_outgroup	2	2V	2V_A	2V_A.4	-	-	outgroup
MW946367.1_2010	2V_A.4	2	2V	2V_A	2V_A.4	-	-	-
MW946420.1_1996	2V_A	2	2V	2V_A	-	-	-	-
MW946510.1_2011	2V_A.3	2	2V	2V_A	2V_A.3	-	-	-
MW946554.1_2011	2V_A.3	2	2V	2V_A	2V_A.3	-	-	-
MW946557.1_2010	2V_A.1	2	2V	2V_A	2V_A.1	-	-	-
MW946602.1_2011	2V_A.4	2	2V	2V_A	2V_A.4	-	-	-
MZ453007.1_2019	2V_A.2	2	2V	2V_A	2V_A.2	-	-	-
MZ636801.1_2019-11-19	2V_A.2	2	2V	2V_A	2V_A.2	-	-	-
OQ028229.1_2017-08-03	2V_A	2	2V	2V_A	-	-	-	-
OQ426940.1_2018-10-29	2V_A.1	2	2V	2V_A	2V_A.1	-	-	-
PP269872.1_2013-11-14	2V_A.1	2	2V	2V_A	2V_A.1	-	-	-
MN018366.1_2015-12-30	2V_A.1.1	2	2V	2V_A	2V_A.1	2V_A.1.1	-	-
MN448787.1_2011-07-21	2V_A.1.1_outgroup	2	2V	2V_A	2V_A.1	2V_A.1.1	-	outgroup
OP684189.1_2018-09-30	2V_A.1.1	2	2V	2V_A	2V_A.1	2V_A.1.1	-	-
OQ028221.1_2019-11-13	2V_A.1.1	2	2V	2V_A	2V_A.1	2V_A.1.1	-	-
OQ028222.1_2019-06-25	2V_A.1.1	2	2V	2V_A	2V_A.1	2V_A.1.1	-	-
OQ028228.1_2019-06-26	2V_A.1.1	2	2V	2V_A	2V_A.1	2V_A.1.1	-	-
PP269863.1_2014-09-22	2V_A.1.1	2	2V	2V_A	2V_A.1	2V_A.1.1	-	-
MN923115.1_2019-05-31	2V_A.1.2	2	2V	2V_A	2V_A.1	2V_A.1.2	-	-
MN923122.1_2019-09-01	2V_A.1.2	2	2V	2V_A	2V_A.1	2V_A.1.2	-	-
OL414734.1_2020-06	2V_A.1.2	2	2V	2V_A	2V_A.1	2V_A.1.2	-	-
OL414761.1_2019-08	2V_A.1.2	2	2V	2V_A	2V_A.1	2V_A.1.2	-	-
OP684188.1_2018-09-20	2V_A.1.2	2	2V	2V_A	2V_A.1	2V_A.1.2	-	-
GU131924.1_2008	2V_A.1.3_outgroup	2	2V	2V_A	2V_A.1	2V_A.1.3	-	outgroup
MN448699.1_2012-11-13	2V_A.1.3	2	2V	2V_A	2V_A.1	2V_A.1.3	-	-
MN448700.1_2012-11-20	2V_A.1.3	2	2V	2V_A	2V_A.1	2V_A.1.3	-	-
MN448706.1_2012-11-01	2V_A.1.3	2	2V	2V_A	2V_A.1	2V_A.1.3	-	-
MN448727.1_2012-10-11	2V_A.1.3	2	2V	2V_A	2V_A.1	2V_A.1.3	-	-
MN448732.1_2012-08-29	2V_A.1.3	2	2V	2V_A	2V_A.1	2V_A.1.3	-	-
KY586690.1_1999	2V_B	2	2V	2V_B	-	-	-	-
KY586692.1_2001	2V_B	2	2V	2V_B	-	-	-	-
MW946460.1_1997	2V_B	2	2V	2V_B	-	-	-	-
MW946473.1_1999	2V_B	2	2V	2V_B	-	-	-	-
MW946551.1_1997	2V_B	2	2V	2V_B	-	-	-	-
KY586667.1_2001	2V_C	2	2V	2V_C	-	-	-	-
KY586675.1_1995	2V_C_outgroup	2	2V	2V_C	-	-	-	outgroup
MW946279.1_2001	2V_C	2	2V	2V_C	-	-	-	-
MW946369.1_1994	2V_C	2	2V	2V_C	-	-	-	-
MW946428.1_2001	2V_C	2	2V	2V_C	-	-	-	-
MW946509.1_1998	2V_C	2	2V	2V_C	-	-	-	-
MW946590.1_1997	2V_C	2	2V	2V_C	-	-	-	-
KC964095.1_1998	2V_D	2	2V	2V_D	-	-	-	-
KY586678.1_2002	2V_D	2	2V	2V_D	-	-	-	-
KY586686.1_2000	2V_D	2	2V	2V_D	-	-	-	-
KY586688.1_1998	2V_D	2	2V	2V_D	-	-	-	-
MW946284.1_1995	2V_D	2	2V	2V_D	-	-	-	-
MW946422.1_1994	2V_D_outgroup	2	2V	2V_D	-	-	-	outgroup
FJ639828.1_2001	2V_E	2	2V	2V_E	-	-	-	-
FJ687436.1_2001	2V_E	2	2V	2V_E	-	-	-	-
MW946449.1_2014	2V_E	2	2V	2V_E	-	-	-	-
MW946517.1_2005	2V_E	2	2V	2V_E	-	-	-	-
MW946595.1_2005	2V_E	2	2V	2V_E	-	-	-	-
EF105379.1_1970	2VI	2	2VI	-	-	-	-	-
EF105385.1_1974	2VI	2	2VI	-	-	-	-	-
EF105386.1_1980	2VI	2	2VI	-	-	-	-	-
EF105388.1_1966	2VI	2	2VI	-	-	-	-	-
FJ467493.1_2008	2VI	2	2VI	-	-	-	-	-
JF260983.1_2009	2VI	2	2VI	-	-	-	-	-
KX274130.1_2015	2VI_outgroup	2	2VI	-	-	-	-	outgroup
KU050695.1_1956	3I_outgroup	3	3I	-	-	-	-	outgroup
AY496879.2_1997	3I_A_outgroup	3	3I	3I_A	-	-	-	outgroup
KY921906.1_2015-06	3I_A.2_outgroup	3	3I	3I_A	3I_A.2	-	-	outgroup
MF004386.1_2012-10-04	3I_A	3	3I	3I_A	-	-	-	-
MK894338.1_2018-02-05	3I_A.1	3	3I	3I_A	3I_A.1	-	-	-
MN018370.1_2015-07-24	3I_A	3	3I	3I_A	-	-	-	-
MN018374.1_2015-09-28	3I_A	3	3I	3I_A	-	-	-	-
MN018377.1_2015-12-22	3I_A.1_outgroup	3	3I	3I_A	3I_A.1	-	-	outgroup
MN922035.1_2019-06-23	3I_A.2	3	3I	3I_A	3I_A.2	-	-	-
MT921575.1_2016	3I_A	3	3I	3I_A	-	-	-	-
MW396463.1_2019-07-02	3I_A.2	3	3I	3I_A	3I_A.2	-	-	-
OK605763.1_1985	3I_A	3	3I	3I_A	-	-	-	-
ON116130.1_2021-08	3I_A.2	3	3I	3I_A	3I_A.2	-	-	-
ON127534.1_2021-08	3I_A.2	3	3I	3I_A	3I_A.2	-	-	-
OP410996.1_2019-11	3I_A.1	3	3I	3I_A	3I_A.1	-	-	-
OQ103317.1_2022-05-20	3I_A.1	3	3I	3I_A	3I_A.1	-	-	-
MH823209.1_2016	3I_A.1.1_outgroup	3	3I	3I_A	3I_A.1	3I_A.1.1	-	outgroup
MN083246.1_2017-11	3I_A.1.1	3	3I	3I_A	3I_A.1	3I_A.1.1	-	-
MT006158.1_2018-06-19	3I_A.1.1	3	3I	3I_A	3I_A.1	3I_A.1.1	-	-
OR393950.1_2019-01-03	3I_A.1.1	3	3I	3I_A	3I_A.1	3I_A.1.1	-	-
OR393976.1_2019-07-22	3I_A.1.1	3	3I	3I_A	3I_A.1	3I_A.1.1	-	-
OR393978.1_2019-08-05	3I_A.1.1	3	3I	3I_A	3I_A.1	3I_A.1.1	-	-
OR394032.1_2019-11-29	3I_A.1.1	3	3I	3I_A	3I_A.1	3I_A.1.1	-	-
PP766873.1_2023-06-05	3I_A.1.1	3	3I	3I_A	3I_A.1	3I_A.1.1	-	-
MF682966.1_2016-09-07	3I_A.1.2	3	3I	3I_A	3I_A.1	3I_A.1.2	-	-
MF682968.1_2016-09-10	3I_A.1.2	3	3I	3I_A	3I_A.1	3I_A.1.2	-	-
MF682970.1_2016-09-15	3I_A.1.2	3	3I	3I_A	3I_A.1	3I_A.1.2	-	-
MW295815.1_2020-09-07	3I_A.1.2	3	3I	3I_A	3I_A.1	3I_A.1.2	-	-
MW788901.1_2018-08	3I_A.1.2	3	3I	3I_A	3I_A.1	3I_A.1.2	-	-
OR236121.1_2016-02	3I_A.1.2_outgroup	3	3I	3I_A	3I_A.1	3I_A.1.2	-	outgroup
FJ898456.1_1995	3I_B	3	3I	3I_B	-	-	-	-
JQ920480.1_1996-09-04	3I_B	3	3I	3I_B	-	-	-	-
JQ920485.1_1996-10-21	3I_B	3	3I	3I_B	-	-	-	-
MW946691.1_1992	3I_B	3	3I	3I_B	-	-	-	-
MW946955.1_1978	3I_B	3	3I	3I_B	-	-	-	-
DQ675519.1_1995	3I_C_outgroup	3	3I	3I_C	-	-	-	outgroup
KU509279.1_2008	3I_C	3	3I	3I_C	-	-	-	-
MN018379.1_2015-10-03	3I_C	3	3I	3I_C	-	-	-	-
MN018380.1_2015-09-16	3I_C	3	3I	3I_C	-	-	-	-
MN018389.1_2017-02-15	3I_C	3	3I	3I_C	-	-	-	-
MN922037.1_2019-08-02	3I_C	3	3I	3I_C	-	-	-	-
KF955476.1_1983	3II	3	3II	-	-	-	-	-
OK469355.1_1973	3II	3	3II	-	-	-	-	-
EU482452.1_2006	3II_A.1	3	3II	3II_A	3II_A.1	-	-	-
EU482456.1_2006	3II_A.1	3	3II	3II_A	3II_A.1	-	-	-
EU482462.1_2007	3II_A.1	3	3II	3II_A	3II_A.1	-	-	-
EU660411.1_2006	3II_A.1	3	3II	3II_A	3II_A.1	-	-	-
FJ432741.1_2007	3II_A.1	3	3II	3II_A	3II_A.1	-	-	-
FJ639715.1_2008	3II_A.2	3	3II	3II_A	3II_A.2	-	-	-
GU131903.1_2008	3II_A.2	3	3II	3II_A	3II_A.2	-	-	-
HM631854.1_2008	3II_A.2	3	3II	3II_A	3II_A.2	-	-	-
JF295012.1_2007	3II_A.2	3	3II	3II_A	3II_A.2	-	-	-
KF955461.1_1999	3II_A.1_outgroup	3	3II	3II_A	3II_A.1	-	-	outgroup
KF955506.1_2007	3II_A.2	3	3II	3II_A	3II_A.2	-	-	-
KU509280.1_2011	3II_A.5	3	3II	3II_A	3II_A.5	-	-	-
KY586702.1_2008	3II_A.3	3	3II	3II_A	3II_A.3	-	-	-
KY586704.1_2008	3II_A.3	3	3II	3II_A	3II_A.3	-	-	-
KY586706.1_2006	3II_A.3	3	3II	3II_A	3II_A.3	-	-	-
KY586721.1_2000	3II_A.4	3	3II	3II_A	3II_A.4	-	-	-
KY586724.1_2000	3II_A.4	3	3II	3II_A	3II_A.4	-	-	-
KY586754.1_2001	3II_A	3	3II	3II_A	-	-	-	-
KY586777.1_1999	3II_A.5	3	3II	3II_A	3II_A.5	-	-	-
KY586787.1_2002	3II_A	3	3II	3II_A	-	-	-	-
MN448977.1_2010-05-18	3II_A.5	3	3II	3II_A	3II_A.5	-	-	-
MN448990.1_2011-12-27	3II_A.5	3	3II	3II_A	3II_A.5	-	-	-
MW946622.1_2006	3II_A.3	3	3II	3II_A	3II_A.3	-	-	-
MW946629.1_1998	3II_A.3_outgroup	3	3II	3II_A	3II_A.3	-	-	outgroup
MW946651.1_1997	3II_A.4	3	3II	3II_A	3II_A.4	-	-	-
MW946675.1_1994	3II_A	3	3II	3II_A	-	-	-	-
MW946718.1_2001	3II_A.4	3	3II	3II_A	3II_A.4	-	-	-
MW946753.1_2003	3II_A.4_outgroup	3	3II	3II_A	3II_A.4	-	-	outgroup
MW946819.1_1999	3II_A.4	3	3II	3II_A	3II_A.4	-	-	-
MW946820.1_2003	3II_A.3	3	3II	3II_A	3II_A.3	-	-	-
MW946858.1_2005	3II_A.2	3	3II	3II_A	3II_A.2	-	-	-
MW946863.1_2003	3II_A.4	3	3II	3II_A	3II_A.4	-	-	-
MW946876.1_2003	3II_A	3	3II	3II_A	-	-	-	-
MW946924.1_1997	3II_A.5_outgroup	3	3II	3II_A	3II_A.5	-	-	outgroup
MW946926.1_1999	3II_A.5	3	3II	3II_A	3II_A.5	-	-	-
MW946934.1_2011	3II_A.5	3	3II	3II_A	3II_A.5	-	-	-
MZ857226.1_1991-09-17	3II_A	3	3II	3II_A	-	-	-	-
OK469354.1_1989	3II_A_outgroup	3	3II	3II_A	-	-	-	outgroup
OR389038.1_2004	3II_A.1	3	3II	3II_A	3II_A.1	-	-	-
AY496871.2_2002	3II_B	3	3II	3II_B	-	-	-	-
KJ737430.1_1983	3II_B_outgroup	3	3II	3II_B	-	-	-	outgroup
KT424097.1_2014-08-28	3II_B	3	3II	3II_B	-	-	-	-
KY586818.1_2007	3II_B	3	3II	3II_B	-	-	-	-
MF682971.1_2013-07-22	3II_B	3	3II	3II_B	-	-	-	-
MW946664.1_2011	3II_B	3	3II	3II_B	-	-	-	-
OK469356.1_1976	3III_outgroup	3	3III	-	-	-	-	outgroup
DQ675533.1_1999	3III_A.1_outgroup	3	3III	3III_A	3III_A.1	-	-	outgroup
EU081210.1_2005	3III_A.1	3	3III	3III_A	3III_A.1	-	-	-
EU081214.1_2005	3III_A.1	3	3III	3III_A	3III_A.1	-	-	-
EU081217.1_2005	3III_A.1	3	3III	3III_A	3III_A.1	-	-	-
EU081225.1_2005	3III_A.1	3	3III	3III_A	3III_A.1	-	-	-
FJ882573.1_1993	3III_A	3	3III	3III_A	-	-	-	-
JQ922555.1_1966	3III_A_outgroup	3	3III	3III_A	-	-	-	outgroup
KJ830751.1_2014-01-26	3III_A.2	3	3III	3III_A	3III_A.2	-	-	-
KU509283.1_2006	3III_A.1	3	3III	3III_A	3III_A.1	-	-	-
LT996904.1_2007	3III_A.2	3	3III	3III_A	3III_A.2	-	-	-
MG721059.2_2016	3III_A.2	3	3III	3III_A	3III_A.2	-	-	-
MH048677.1_2014-12	3III_A.2	3	3III	3III_A	3III_A.2	-	-	-
OP410993.1_2008-09	3III_A.2	3	3III	3III_A	3III_A.2	-	-	-
EHIE21409Y22_2022	3III_B.1	3	3III	3III_B	3III_B.1	-	-	-
FJ644564.1_2007	3III_B	3	3III	3III_B	-	-	-	-
GQ466079.1_2008	3III_B.1_outgroup	3	3III	3III_B	3III_B.1	-	-	outgroup
JQ922556.1_2005	3III_B.3_outgroup	3	3III	3III_B	3III_B.3	-	-	outgroup
JQ922557.1_2005	3III_B.1	3	3III	3III_B	3III_B.1	-	-	-
KU509282.1_2009	3III_B.2	3	3III	3III_B	3III_B.2	-	-	-
KU509286.1_2011	3III_B.2_outgroup	3	3III	3III_B	3III_B.2	-	-	outgroup
LC379197.1_2017-04-15	3III_B.2	3	3III	3III_B	3III_B.2	-	-	-
MG721064.1_2016	3III_B.1	3	3III	3III_B	3III_B.1	-	-	-
MN018375.1_2015-10-23	3III_B.1	3	3III	3III_B	3III_B.1	-	-	-
MN018378.1_2015-09-30	3III_B.1	3	3III	3III_B	3III_B.1	-	-	-
MN964273.1_2019-11-09	3III_B.2	3	3III	3III_B	3III_B.2	-	-	-
MT261977.1_2017-10-12	3III_B.2	3	3III	3III_B	3III_B.2	-	-	-
MW192824.1_2017-08	3III_B	3	3III	3III_B	-	-	-	-
MW288031.1_2018-11	3III_B.2	3	3III	3III_B	3III_B.2	-	-	-
MZ544587.1_2019-03	3III_B	3	3III	3III_B	-	-	-	-
ON123655.1_2020	3III_B.3	3	3III	3III_B	3III_B.3	-	-	-
OP895705.1_2018	3III_B.3	3	3III	3III_B	3III_B.3	-	-	-
OQ721955.1_2022	3III_B.3	3	3III	3III_B	3III_B.3	-	-	-
KX380841.1_2012	3III_B.3.1_outgroup	3	3III	3III_B	3III_B.3	3III_B.3.1	-	outgroup
MK894340.1_2018-10-16	3III_B.3.1	3	3III	3III_B	3III_B.3	3III_B.3.1	-	-
MN018385.1_2016-09-20	3III_B.3.1	3	3III	3III_B	3III_B.3	3III_B.3.1	-	-
ON123658.1_2019	3III_B.3.1	3	3III	3III_B	3III_B.3	3III_B.3.1	-	-
ON900159.1_2019-06-01	3III_B.3.1	3	3III	3III_B	3III_B.3	3III_B.3.1	-	-
OQ821604.1_2019-01-15	3III_B.3.1	3	3III	3III_B	3III_B.3	3III_B.3.1	-	-
OQ821609.1_2019-11-06	3III_B.3.1	3	3III	3III_B	3III_B.3	3III_B.3.1	-	-
OQ821611.1_2020-11-07	3III_B.3.1	3	3III	3III_B	3III_B.3	3III_B.3.1	-	-
OQ948474.1_2019-09	3III_B.3.1	3	3III	3III_B	3III_B.3	3III_B.3.1	-	-
ON123669.1_2018	3III_B.3.2_outgroup	3	3III	3III_B	3III_B.3	3III_B.3.2	-	outgroup
OQ821509.1_2022-08-05	3III_B.3.2	3	3III	3III_B	3III_B.3	3III_B.3.2	-	-
OQ821520.1_2022-08-18	3III_B.3.2	3	3III	3III_B	3III_B.3	3III_B.3.2	-	-
OQ821574.1_2022-11-07	3III_B.3.2	3	3III	3III_B	3III_B.3	3III_B.3.2	-	-
OQ821582.1_2022-11-30	3III_B.3.2	3	3III	3III_B	3III_B.3	3III_B.3.2	-	-
OQ836209.1_2023-01-24	3III_B.3.2	3	3III	3III_B	3III_B.3	3III_B.3.2	-	-
OQ857506.1_2022-10-05	3III_B.3.2	3	3III	3III_B	3III_B.3	3III_B.3.2	-	-
OR150747.1_2022-12-23	3III_B.3.2	3	3III	3III_B	3III_B.3	3III_B.3.2	-	-
OR150749.1_2023-01-06	3III_B.3.2	3	3III	3III_B	3III_B.3	3III_B.3.2	-	-
EU482559.1_1998	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
EU482566.1_1998	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
EU596494.1_2007	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
EU687219.1_1999	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
FJ390375.1_1999	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
FJ410178.1_2002	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
FJ547074.1_2000	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
FJ547077.1_2000	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
FJ547081.1_2001	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
FJ882576.1_1994	3III_C	3	3III	3III_C	-	-	-	-
FJ898440.1_2003	3III_C.2_outgroup	3	3III	3III_C	3III_C.2	-	-	outgroup
GQ199886.1_1998	3III_C.1_outgroup	3	3III	3III_C	3III_C.1	-	-	outgroup
GQ868578.1_2007	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
KF955467.1_2000	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
OK605762.1_2007	3III_C.2	3	3III	3III_C	3III_C.2	-	-	-
OM417341.1_2021-09-19	3III_C.2	3	3III	3III_C	3III_C.2	-	-	-
OQ603309.1_2015-09-15	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
OQ603310.1_2015	3III_C.2	3	3III	3III_C	3III_C.2	-	-	-
OQ603311.1_2015	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
OQ821502.1_2021-08-12	3III_C.1	3	3III	3III_C	3III_C.1	-	-	-
EU854292.1_2005	3III_C.2.1_outgroup	3	3III	3III_C	3III_C.2	3III_C.2.1	-	outgroup
HM181972.1_2009	3III_C.2.1	3	3III	3III_C	3III_C.2	3III_C.2.1	-	-
HM631856.1_2009	3III_C.2.1	3	3III	3III_C	3III_C.2	3III_C.2.1	-	-
JF920394.1_2009	3III_C.2.1	3	3III	3III_C	3III_C.2	3III_C.2.1	-	-
KF971702.1_2009	3III_C.2.1	3	3III	3III_C	3III_C.2	3III_C.2.1	-	-
MW308181.1_2019-08-22	3III_C.2.1	3	3III	3III_C	3III_C.2	3III_C.2.1	-	-
MZ008472.1_2013	3III_C.2.1	3	3III	3III_C	3III_C.2	3III_C.2.1	-	-
MZ008474.1_2013	3III_C.2.1	3	3III	3III_C	3III_C.2	3III_C.2.1	-	-
MZ008476.1_2014	3III_C.2.1	3	3III	3III_C	3III_C.2	3III_C.2.1	-	-
OM417340.1_2021-09-21	3III_C.2.1	3	3III	3III_C	3III_C.2	3III_C.2.1	-	-
GU131850.1_2006	3III_C.2.2	3	3III	3III_C	3III_C.2	3III_C.2.2	-	-
GU131861.1_2007	3III_C.2.2	3	3III	3III_C	3III_C.2	3III_C.2.2	-	-
GU131870.1_2007	3III_C.2.2	3	3III	3III_C	3III_C.2	3III_C.2.2	-	-
GU131872.1_2007	3III_C.2.2	3	3III	3III_C	3III_C.2	3III_C.2.2	-	-
GU131876.1_2007	3III_C.2.2	3	3III	3III_C	3III_C.2	3III_C.2.2	-	-
JX669491.1_2002	3III_C.2.2_outgroup	3	3III	3III_C	3III_C.2	3III_C.2.2	-	outgroup
MH888333.1_2011-01-01	3III_C.2.2	3	3III	3III_C	3III_C.2	3III_C.2.2	-	-
JQ922554.1_1963	3V	3	3V	-	-	-	-	-
KM190937.1_1964	3V	3	3V	-	-	-	-	-
OM258630.1_1953	3V_outgroup	3	3V	-	-	-	-	outgroup
JQ922558.1_1962	4I	4	4I	-	-	-	-	-
KY586945.1_1998	4I_outgroup	4	4I	-	-	-	-	outgroup
KY670635.1_2003-10	4I	4	4I	-	-	-	-	-
OK469357.1_1963	4I	4	4I	-	-	-	-	-
AP012_1971-05-17	4I_A_outgroup	4	4I	4I_A	-	-	-	outgroup
JN638572.1_2008	4I_A.2	4	4I	4I_A	4I_A.2	-	-	-
KY586903.1_2000	4I_A.2	4	4I	4I_A	4I_A.2	-	-	-
KY586922.1_1998	4I_A.2	4	4I	4I_A	4I_A.2	-	-	-
KY586938.1_1995	4I_A.2_outgroup	4	4I	4I_A	4I_A.2	-	-	outgroup
KY586942.1_2006	4I_A.1	4	4I	4I_A	4I_A.1	-	-	-
LC410203.1_2017-06	4I_A.3	4	4I	4I_A	4I_A.3	-	-	-
MN018395.1_2015-10-20	4I_A.2	4	4I	4I_A	4I_A.2	-	-	-
MN018397.1_2016-02-01	4I_A.3	4	4I	4I_A	4I_A.3	-	-	-
MN449006.1_2012-07-16	4I_A.3	4	4I	4I_A	4I_A.3	-	-	-
MW788999.1_2018-05	4I_A.3	4	4I	4I_A	4I_A.3	-	-	-
MW945498.1_2010	4I_A.1	4	4I	4I_A	4I_A.1	-	-	-
MW945533.1_2013	4I_A.2	4	4I	4I_A	4I_A.2	-	-	-
MW945553.1_2006	4I_A.2	4	4I	4I_A	4I_A.2	-	-	-
MW945648.1_2005	4I_A.3	4	4I	4I_A	4I_A.3	-	-	-
MW945653.1_2008	4I_A.2	4	4I	4I_A	4I_A.2	-	-	-
MW945663.1_1994	4I_A.1_outgroup	4	4I	4I_A	4I_A.1	-	-	outgroup
MW945665.1_2002	4I_A.2	4	4I	4I_A	4I_A.2	-	-	-
MW945761.1_1999	4I_A.3_outgroup	4	4I	4I_A	4I_A.3	-	-	outgroup
OK469358.1_1976	4I_A.1	4	4I	4I_A	4I_A.1	-	-	-
KP792537.2_2011-06	4I_A.1.1_outgroup	4	4I	4I_A	4I_A.1	4I_A.1.1	-	outgroup
MZ976860.1_2020-08-03	4I_A.1.1	4	4I	4I_A	4I_A.1	4I_A.1.1	-	-
OQ426982.1_2018-12-18	4I_A.1.1	4	4I	4I_A	4I_A.1	4I_A.1.1	-	-
